rep	cluster_size	sources_rep	sources_members	members	has_DATABASE	has_PRED
PRED|XP_003615392.1	1	PRED	PRED	PRED|XP_003615392.1	False	True
PRED|XP_003631948.1	1	PRED	PRED	PRED|XP_003631948.1	False	True
PRED|XP_003623667.1	1	PRED	PRED	PRED|XP_003623667.1	False	True
PRED|XP_003624653.1	1	PRED	PRED	PRED|XP_003624653.1	False	True
PRED|XP_003626598.1	1	PRED	PRED	PRED|XP_003626598.1	False	True
PRED|XP_003626984.1	1	PRED	PRED	PRED|XP_003626984.1	False	True
PRED|XP_003627454.3	1	PRED	PRED	PRED|XP_003627454.3	False	True
PRED|XP_003628108.1	1	PRED	PRED	PRED|XP_003628108.1	False	True
PRED|XP_003628722.2	1	PRED	PRED	PRED|XP_003628722.2	False	True
PRED|XP_003631927.1	1	PRED	PRED	PRED|XP_003631927.1	False	True
PRED|XP_003616734.2	1	PRED	PRED	PRED|XP_003616734.2	False	True
PRED|XP_004925479.1	1	PRED	PRED	PRED|XP_004925479.1	False	True
PRED|XP_004925541.1	1	PRED	PRED	PRED|XP_004925541.1	False	True
PRED|XP_004926112.1	1	PRED	PRED	PRED|XP_004926112.1	False	True
PRED|XP_004926403.2	1	PRED	PRED	PRED|XP_004926403.2	False	True
PRED|XP_004926764.1	1	PRED	PRED	PRED|XP_004926764.1	False	True
PRED|XP_004927821.1	1	PRED	PRED	PRED|XP_004927821.1	False	True
PRED|XP_004927970.1	1	PRED	PRED	PRED|XP_004927970.1	False	True
PRED|XP_003966057.1	1	PRED	PRED	PRED|XP_003966057.1	False	True
PRED|XP_004928932.3	1	PRED	PRED	PRED|XP_004928932.3	False	True
PRED|XP_004929740.2	1	PRED	PRED	PRED|XP_004929740.2	False	True
PRED|XP_004930109.1	1	PRED	PRED	PRED|XP_004930109.1	False	True
PRED|XP_004930141.1	1	PRED	PRED	PRED|XP_004930141.1	False	True
PRED|XP_004930477.2	1	PRED	PRED	PRED|XP_004930477.2	False	True
PRED|XP_004930711.1	1	PRED	PRED	PRED|XP_004930711.1	False	True
PRED|XP_004931814.3	1	PRED	PRED	PRED|XP_004931814.3	False	True
PRED|XP_004932379.1	1	PRED	PRED	PRED|XP_004932379.1	False	True
PRED|XP_004928158.1	1	PRED	PRED	PRED|XP_004928158.1	False	True
PRED|XP_003977920.1	1	PRED	PRED	PRED|XP_003977920.1	False	True
PRED|XP_003978606.1	1	PRED	PRED	PRED|XP_003978606.1	False	True
PRED|XP_004142863.3	1	PRED	PRED	PRED|XP_004142863.3	False	True
PRED|XP_004147499.1	1	PRED	PRED	PRED|XP_004147499.1	False	True
PRED|XP_004151872.1	1	PRED	PRED	PRED|XP_004151872.1	False	True
PRED|XP_004152551.1	1	PRED	PRED	PRED|XP_004152551.1	False	True
PRED|XP_004226880.2	1	PRED	PRED	PRED|XP_004226880.2	False	True
PRED|XP_004915907.1	1	PRED	PRED	PRED|XP_004915907.1	False	True
PRED|XP_004924968.2	1	PRED	PRED	PRED|XP_004924968.2	False	True
PRED|XP_004920591.1	1	PRED	PRED	PRED|XP_004920591.1	False	True
PRED|XP_004922397.1	1	PRED	PRED	PRED|XP_004922397.1	False	True
PRED|XP_004923169.1	1	PRED	PRED	PRED|XP_004923169.1	False	True
PRED|XP_004923750.2	1	PRED	PRED	PRED|XP_004923750.2	False	True
PRED|XP_004923754.1	1	PRED	PRED	PRED|XP_004923754.1	False	True
PRED|XP_004924098.2	1	PRED	PRED	PRED|XP_004924098.2	False	True
PRED|XP_004924276.1	1	PRED	PRED	PRED|XP_004924276.1	False	True
PRED|XP_004924863.1	1	PRED	PRED	PRED|XP_004924863.1	False	True
PRED|XP_004919307.2	1	PRED	PRED	PRED|XP_004919307.2	False	True
PRED|XP_002910791.1	1	PRED	PRED	PRED|XP_002910791.1	False	True
PRED|XP_002910919.1	1	PRED	PRED	PRED|XP_002910919.1	False	True
PRED|XP_002910943.1	1	PRED	PRED	PRED|XP_002910943.1	False	True
PRED|XP_002911039.1	1	PRED	PRED	PRED|XP_002911039.1	False	True
PRED|XP_002911044.1	1	PRED	PRED	PRED|XP_002911044.1	False	True
PRED|XP_002911070.1	1	PRED	PRED	PRED|XP_002911070.1	False	True
PRED|XP_002911314.1	1	PRED	PRED	PRED|XP_002911314.1	False	True
PRED|XP_003593753.1	1	PRED	PRED	PRED|XP_003593753.1	False	True
PRED|XP_002911361.1	1	PRED	PRED	PRED|XP_002911361.1	False	True
PRED|XP_002911367.1	1	PRED	PRED	PRED|XP_002911367.1	False	True
PRED|XP_002911369.1	1	PRED	PRED	PRED|XP_002911369.1	False	True
PRED|XP_002911375.1	1	PRED	PRED	PRED|XP_002911375.1	False	True
PRED|XP_002911451.1	1	PRED	PRED	PRED|XP_002911451.1	False	True
PRED|XP_002911513.1	1	PRED	PRED	PRED|XP_002911513.1	False	True
PRED|XP_002911547.1	1	PRED	PRED	PRED|XP_002911547.1	False	True
PRED|XP_002911554.1	1	PRED	PRED	PRED|XP_002911554.1	False	True
PRED|XP_002911349.1	1	PRED	PRED	PRED|XP_002911349.1	False	True
PRED|XP_002910230.1	1	PRED	PRED	PRED|XP_002910230.1	False	True
PRED|XP_002910253.1	1	PRED	PRED	PRED|XP_002910253.1	False	True
PRED|XP_002910299.1	1	PRED	PRED	PRED|XP_002910299.1	False	True
PRED|XP_002910320.1	1	PRED	PRED	PRED|XP_002910320.1	False	True
PRED|XP_002910352.1	1	PRED	PRED	PRED|XP_002910352.1	False	True
PRED|XP_002910393.1	1	PRED	PRED	PRED|XP_002910393.1	False	True
PRED|XP_002910396.1	1	PRED	PRED	PRED|XP_002910396.1	False	True
PRED|XP_002910780.1	1	PRED	PRED	PRED|XP_002910780.1	False	True
PRED|XP_002910442.1	1	PRED	PRED	PRED|XP_002910442.1	False	True
PRED|XP_002910603.1	1	PRED	PRED	PRED|XP_002910603.1	False	True
PRED|XP_002910619.1	1	PRED	PRED	PRED|XP_002910619.1	False	True
PRED|XP_002910637.1	1	PRED	PRED	PRED|XP_002910637.1	False	True
PRED|XP_002910701.1	1	PRED	PRED	PRED|XP_002910701.1	False	True
PRED|XP_002910721.1	1	PRED	PRED	PRED|XP_002910721.1	False	True
PRED|XP_002910735.1	1	PRED	PRED	PRED|XP_002910735.1	False	True
PRED|XP_002910759.1	1	PRED	PRED	PRED|XP_002910759.1	False	True
PRED|XP_002910430.1	1	PRED	PRED	PRED|XP_002910430.1	False	True
PRED|XP_003228249.1	1	PRED	PRED	PRED|XP_003228249.1	False	True
PRED|XP_003249931.1	1	PRED	PRED	PRED|XP_003249931.1	False	True
PRED|XP_003250141.2	1	PRED	PRED	PRED|XP_003250141.2	False	True
PRED|XP_003250660.1	1	PRED	PRED	PRED|XP_003250660.1	False	True
PRED|XP_003436538.2	1	PRED	PRED	PRED|XP_003436538.2	False	True
PRED|XP_003437044.1	1	PRED	PRED	PRED|XP_003437044.1	False	True
PRED|XP_003518824.1	1	PRED	PRED	PRED|XP_003518824.1	False	True
PRED|XP_002911696.1	1	PRED	PRED	PRED|XP_002911696.1	False	True
PRED|XP_003547983.1	1	PRED	PRED	PRED|XP_003547983.1	False	True
PRED|XP_003551554.1	1	PRED	PRED	PRED|XP_003551554.1	False	True
PRED|XP_003552592.1	1	PRED	PRED	PRED|XP_003552592.1	False	True
PRED|XP_003557513.1	1	PRED	PRED	PRED|XP_003557513.1	False	True
PRED|XP_003559106.1	1	PRED	PRED	PRED|XP_003559106.1	False	True
PRED|XP_003559142.1	1	PRED	PRED	PRED|XP_003559142.1	False	True
PRED|XP_003560560.2	1	PRED	PRED	PRED|XP_003560560.2	False	True
PRED|XP_003560611.1	1	PRED	PRED	PRED|XP_003560611.1	False	True
PRED|XP_003539731.1	1	PRED	PRED	PRED|XP_003539731.1	False	True
PRED|XP_002911739.1	1	PRED	PRED	PRED|XP_002911739.1	False	True
PRED|XP_002911879.1	1	PRED	PRED	PRED|XP_002911879.1	False	True
PRED|XP_002911940.1	1	PRED	PRED	PRED|XP_002911940.1	False	True
PRED|XP_002912000.1	1	PRED	PRED	PRED|XP_002912000.1	False	True
PRED|XP_002912084.1	1	PRED	PRED	PRED|XP_002912084.1	False	True
PRED|XP_002939497.1	1	PRED	PRED	PRED|XP_002939497.1	False	True
PRED|XP_002939600.1	1	PRED	PRED	PRED|XP_002939600.1	False	True
PRED|XP_002939964.1	1	PRED	PRED	PRED|XP_002939964.1	False	True
PRED|XP_003226490.1	1	PRED	PRED	PRED|XP_003226490.1	False	True
PRED|XP_002943269.2	1	PRED	PRED	PRED|XP_002943269.2	False	True
PRED|XP_002944660.3	1	PRED	PRED	PRED|XP_002944660.3	False	True
PRED|XP_002963549.1	1	PRED	PRED	PRED|XP_002963549.1	False	True
PRED|XP_002964263.1	1	PRED	PRED	PRED|XP_002964263.1	False	True
PRED|XP_002965352.2	1	PRED	PRED	PRED|XP_002965352.2	False	True
PRED|XP_002972040.2	1	PRED	PRED	PRED|XP_002972040.2	False	True
PRED|XP_003217274.2	1	PRED	PRED	PRED|XP_003217274.2	False	True
PRED|XP_003225600.1	1	PRED	PRED	PRED|XP_003225600.1	False	True
PRED|XP_002940670.1	1	PRED	PRED	PRED|XP_002940670.1	False	True
PRED|XP_006380691.2	1	PRED	PRED	PRED|XP_006380691.2	False	True
PRED|XP_006386717.1	1	PRED	PRED	PRED|XP_006386717.1	False	True
PRED|XP_006534451.1	1	PRED	PRED	PRED|XP_006534451.1	False	True
PRED|XP_006558732.1	1	PRED	PRED	PRED|XP_006558732.1	False	True
PRED|XP_006560144.1	1	PRED	PRED	PRED|XP_006560144.1	False	True
PRED|XP_006563255.2	1	PRED	PRED	PRED|XP_006563255.2	False	True
PRED|XP_006565703.1	1	PRED	PRED	PRED|XP_006565703.1	False	True
PRED|XP_004932412.2	1	PRED	PRED	PRED|XP_004932412.2	False	True
PRED|XP_006571771.1	1	PRED	PRED	PRED|XP_006571771.1	False	True
PRED|XP_006574134.1	1	PRED	PRED	PRED|XP_006574134.1	False	True
PRED|XP_006574528.1	1	PRED	PRED	PRED|XP_006574528.1	False	True
PRED|XP_006575800.1	1	PRED	PRED	PRED|XP_006575800.1	False	True
PRED|XP_006579037.1	1	PRED	PRED	PRED|XP_006579037.1	False	True
PRED|XP_006579071.1	1	PRED	PRED	PRED|XP_006579071.1	False	True
PRED|XP_006579126.1	1	PRED	PRED	PRED|XP_006579126.1	False	True
PRED|XP_006579275.1	1	PRED	PRED	PRED|XP_006579275.1	False	True
PRED|XP_006568972.2	1	PRED	PRED	PRED|XP_006568972.2	False	True
PRED|XP_006355373.1	1	PRED	PRED	PRED|XP_006355373.1	False	True
PRED|XP_006356533.1	1	PRED	PRED	PRED|XP_006356533.1	False	True
PRED|XP_006356625.1	1	PRED	PRED	PRED|XP_006356625.1	False	True
PRED|XP_006357483.1	1	PRED	PRED	PRED|XP_006357483.1	False	True
PRED|XP_006358104.1	1	PRED	PRED	PRED|XP_006358104.1	False	True
PRED|XP_006358777.1	1	PRED	PRED	PRED|XP_006358777.1	False	True
PRED|XP_006359887.1	1	PRED	PRED	PRED|XP_006359887.1	False	True
PRED|XP_006379029.1	1	PRED	PRED	PRED|XP_006379029.1	False	True
PRED|XP_006364141.1	1	PRED	PRED	PRED|XP_006364141.1	False	True
PRED|XP_006364907.1	1	PRED	PRED	PRED|XP_006364907.1	False	True
PRED|XP_006365659.1	1	PRED	PRED	PRED|XP_006365659.1	False	True
PRED|XP_006365873.1	1	PRED	PRED	PRED|XP_006365873.1	False	True
PRED|XP_006366868.1	1	PRED	PRED	PRED|XP_006366868.1	False	True
PRED|XP_006368148.1	1	PRED	PRED	PRED|XP_006368148.1	False	True
PRED|XP_006375582.1	1	PRED	PRED	PRED|XP_006375582.1	False	True
PRED|XP_006376332.1	1	PRED	PRED	PRED|XP_006376332.1	False	True
PRED|XP_006360414.1	1	PRED	PRED	PRED|XP_006360414.1	False	True
PRED|XP_006603880.1	1	PRED	PRED	PRED|XP_006603880.1	False	True
PRED|XP_006605041.1	1	PRED	PRED	PRED|XP_006605041.1	False	True
PRED|XP_007014289.2	1	PRED	PRED	PRED|XP_007014289.2	False	True
PRED|XP_007017911.1	1	PRED	PRED	PRED|XP_007017911.1	False	True
PRED|XP_007019406.2	1	PRED	PRED	PRED|XP_007019406.2	False	True
PRED|XP_007022156.2	1	PRED	PRED	PRED|XP_007022156.2	False	True
PRED|XP_007022217.2	1	PRED	PRED	PRED|XP_007022217.2	False	True
PRED|XP_006579316.1	1	PRED	PRED	PRED|XP_006579316.1	False	True
PRED|XP_007028785.2	1	PRED	PRED	PRED|XP_007028785.2	False	True
PRED|XP_007029446.1	1	PRED	PRED	PRED|XP_007029446.1	False	True
PRED|XP_007034473.2	1	PRED	PRED	PRED|XP_007034473.2	False	True
PRED|XP_007034811.1	1	PRED	PRED	PRED|XP_007034811.1	False	True
PRED|XP_007037748.2	1	PRED	PRED	PRED|XP_007037748.2	False	True
PRED|XP_007040668.2	1	PRED	PRED	PRED|XP_007040668.2	False	True
PRED|XP_007044094.2	1	PRED	PRED	PRED|XP_007044094.2	False	True
PRED|XP_007045701.1	1	PRED	PRED	PRED|XP_007045701.1	False	True
PRED|XP_007026906.2	1	PRED	PRED	PRED|XP_007026906.2	False	True
PRED|XP_006580012.1	1	PRED	PRED	PRED|XP_006580012.1	False	True
PRED|XP_006580275.1	1	PRED	PRED	PRED|XP_006580275.1	False	True
PRED|XP_006583972.1	1	PRED	PRED	PRED|XP_006583972.1	False	True
PRED|XP_006584100.1	1	PRED	PRED	PRED|XP_006584100.1	False	True
PRED|XP_006588105.1	1	PRED	PRED	PRED|XP_006588105.1	False	True
PRED|XP_006591062.1	1	PRED	PRED	PRED|XP_006591062.1	False	True
PRED|XP_006591803.1	1	PRED	PRED	PRED|XP_006591803.1	False	True
PRED|XP_006592349.1	1	PRED	PRED	PRED|XP_006592349.1	False	True
PRED|XP_006603189.1	1	PRED	PRED	PRED|XP_006603189.1	False	True
PRED|XP_006595278.1	1	PRED	PRED	PRED|XP_006595278.1	False	True
PRED|XP_006596858.1	1	PRED	PRED	PRED|XP_006596858.1	False	True
PRED|XP_006598381.1	1	PRED	PRED	PRED|XP_006598381.1	False	True
PRED|XP_006598568.1	1	PRED	PRED	PRED|XP_006598568.1	False	True
PRED|XP_006599895.1	1	PRED	PRED	PRED|XP_006599895.1	False	True
PRED|XP_006600870.3	1	PRED	PRED	PRED|XP_006600870.3	False	True
PRED|XP_006601309.1	1	PRED	PRED	PRED|XP_006601309.1	False	True
PRED|XP_006602461.1	1	PRED	PRED	PRED|XP_006602461.1	False	True
PRED|XP_006595015.1	1	PRED	PRED	PRED|XP_006595015.1	False	True
PRED|XP_005099642.2	1	PRED	PRED	PRED|XP_005099642.2	False	True
PRED|XP_005099655.1	1	PRED	PRED	PRED|XP_005099655.1	False	True
PRED|XP_005099829.1	1	PRED	PRED	PRED|XP_005099829.1	False	True
PRED|XP_005100192.1	1	PRED	PRED	PRED|XP_005100192.1	False	True
PRED|XP_005100372.1	1	PRED	PRED	PRED|XP_005100372.1	False	True
PRED|XP_005103694.1	1	PRED	PRED	PRED|XP_005103694.1	False	True
PRED|XP_005103901.1	1	PRED	PRED	PRED|XP_005103901.1	False	True
PRED|XP_006354200.1	1	PRED	PRED	PRED|XP_006354200.1	False	True
PRED|XP_005106331.1	1	PRED	PRED	PRED|XP_005106331.1	False	True
PRED|XP_005106398.1	1	PRED	PRED	PRED|XP_005106398.1	False	True
PRED|XP_005107077.1	1	PRED	PRED	PRED|XP_005107077.1	False	True
PRED|XP_005107922.2	1	PRED	PRED	PRED|XP_005107922.2	False	True
PRED|XP_005107938.1	1	PRED	PRED	PRED|XP_005107938.1	False	True
PRED|XP_005108439.2	1	PRED	PRED	PRED|XP_005108439.2	False	True
PRED|XP_005108535.1	1	PRED	PRED	PRED|XP_005108535.1	False	True
PRED|XP_005109019.1	1	PRED	PRED	PRED|XP_005109019.1	False	True
PRED|XP_005104690.1	1	PRED	PRED	PRED|XP_005104690.1	False	True
PRED|XP_004932422.1	1	PRED	PRED	PRED|XP_004932422.1	False	True
PRED|XP_004932683.1	1	PRED	PRED	PRED|XP_004932683.1	False	True
PRED|XP_004932705.1	1	PRED	PRED	PRED|XP_004932705.1	False	True
PRED|XP_004932805.1	1	PRED	PRED	PRED|XP_004932805.1	False	True
PRED|XP_005089801.1	1	PRED	PRED	PRED|XP_005089801.1	False	True
PRED|XP_005091687.2	1	PRED	PRED	PRED|XP_005091687.2	False	True
PRED|XP_005091762.1	1	PRED	PRED	PRED|XP_005091762.1	False	True
PRED|XP_005099282.1	1	PRED	PRED	PRED|XP_005099282.1	False	True
PRED|XP_005092300.1	1	PRED	PRED	PRED|XP_005092300.1	False	True
PRED|XP_005092758.1	1	PRED	PRED	PRED|XP_005092758.1	False	True
PRED|XP_005092964.1	1	PRED	PRED	PRED|XP_005092964.1	False	True
PRED|XP_005093821.1	1	PRED	PRED	PRED|XP_005093821.1	False	True
PRED|XP_005095677.1	1	PRED	PRED	PRED|XP_005095677.1	False	True
PRED|XP_005095783.1	1	PRED	PRED	PRED|XP_005095783.1	False	True
PRED|XP_005097687.1	1	PRED	PRED	PRED|XP_005097687.1	False	True
PRED|XP_005097718.2	1	PRED	PRED	PRED|XP_005097718.2	False	True
PRED|XP_005092087.2	1	PRED	PRED	PRED|XP_005092087.2	False	True
PRED|XP_005539505.1	1	PRED	PRED	PRED|XP_005539505.1	False	True
PRED|XP_005992251.1	1	PRED	PRED	PRED|XP_005992251.1	False	True
PRED|XP_005996201.1	1	PRED	PRED	PRED|XP_005996201.1	False	True
PRED|XP_005998860.1	1	PRED	PRED	PRED|XP_005998860.1	False	True
PRED|XP_006000008.1	1	PRED	PRED	PRED|XP_006000008.1	False	True
PRED|XP_006007391.2	1	PRED	PRED	PRED|XP_006007391.2	False	True
PRED|XP_006009026.2	1	PRED	PRED	PRED|XP_006009026.2	False	True
PRED|XP_005109765.1	1	PRED	PRED	PRED|XP_005109765.1	False	True
PRED|XP_006340427.1	1	PRED	PRED	PRED|XP_006340427.1	False	True
PRED|XP_006341852.1	1	PRED	PRED	PRED|XP_006341852.1	False	True
PRED|XP_006342373.1	1	PRED	PRED	PRED|XP_006342373.1	False	True
PRED|XP_006342470.1	1	PRED	PRED	PRED|XP_006342470.1	False	True
PRED|XP_006343871.1	1	PRED	PRED	PRED|XP_006343871.1	False	True
PRED|XP_006345118.1	1	PRED	PRED	PRED|XP_006345118.1	False	True
PRED|XP_006353179.1	1	PRED	PRED	PRED|XP_006353179.1	False	True
PRED|XP_006354071.1	1	PRED	PRED	PRED|XP_006354071.1	False	True
PRED|XP_006254888.1	1	PRED	PRED	PRED|XP_006254888.1	False	True
PRED|XP_005110060.2	1	PRED	PRED	PRED|XP_005110060.2	False	True
PRED|XP_005110644.1	1	PRED	PRED	PRED|XP_005110644.1	False	True
PRED|XP_005111810.2	1	PRED	PRED	PRED|XP_005111810.2	False	True
PRED|XP_005111861.2	1	PRED	PRED	PRED|XP_005111861.2	False	True
PRED|XP_005112012.1	1	PRED	PRED	PRED|XP_005112012.1	False	True
PRED|XP_005112327.2	1	PRED	PRED	PRED|XP_005112327.2	False	True
PRED|XP_005112757.2	1	PRED	PRED	PRED|XP_005112757.2	False	True
PRED|XP_005112932.1	1	PRED	PRED	PRED|XP_005112932.1	False	True
PRED|XP_005539021.1	1	PRED	PRED	PRED|XP_005539021.1	False	True
PRED|XP_005113512.1	1	PRED	PRED	PRED|XP_005113512.1	False	True
PRED|XP_005161336.1	1	PRED	PRED	PRED|XP_005161336.1	False	True
PRED|XP_005535018.1	1	PRED	PRED	PRED|XP_005535018.1	False	True
PRED|XP_005535071.1	1	PRED	PRED	PRED|XP_005535071.1	False	True
PRED|XP_005535420.1	1	PRED	PRED	PRED|XP_005535420.1	False	True
PRED|XP_005536501.1	1	PRED	PRED	PRED|XP_005536501.1	False	True
PRED|XP_005537472.1	1	PRED	PRED	PRED|XP_005537472.1	False	True
PRED|XP_005538572.1	1	PRED	PRED	PRED|XP_005538572.1	False	True
PRED|XP_005113472.1	1	PRED	PRED	PRED|XP_005113472.1	False	True
PRED|XP_001834942.1	1	PRED	PRED	PRED|XP_001834942.1	False	True
PRED|XP_001835247.1	1	PRED	PRED	PRED|XP_001835247.1	False	True
PRED|XP_001835320.2	1	PRED	PRED	PRED|XP_001835320.2	False	True
PRED|XP_001835378.2	1	PRED	PRED	PRED|XP_001835378.2	False	True
PRED|XP_001835408.2	1	PRED	PRED	PRED|XP_001835408.2	False	True
PRED|XP_001835540.1	1	PRED	PRED	PRED|XP_001835540.1	False	True
PRED|XP_001835547.1	1	PRED	PRED	PRED|XP_001835547.1	False	True
PRED|XP_002910229.1	1	PRED	PRED	PRED|XP_002910229.1	False	True
PRED|XP_001835744.2	1	PRED	PRED	PRED|XP_001835744.2	False	True
PRED|XP_001836035.2	1	PRED	PRED	PRED|XP_001836035.2	False	True
PRED|XP_001836050.2	1	PRED	PRED	PRED|XP_001836050.2	False	True
PRED|XP_001836579.1	1	PRED	PRED	PRED|XP_001836579.1	False	True
PRED|XP_001836671.2	1	PRED	PRED	PRED|XP_001836671.2	False	True
PRED|XP_001836683.1	1	PRED	PRED	PRED|XP_001836683.1	False	True
PRED|XP_001837552.2	1	PRED	PRED	PRED|XP_001837552.2	False	True
PRED|XP_001837671.1	1	PRED	PRED	PRED|XP_001837671.1	False	True
PRED|XP_001835549.1	1	PRED	PRED	PRED|XP_001835549.1	False	True
PRED|XP_001830338.2	1	PRED	PRED	PRED|XP_001830338.2	False	True
PRED|XP_001830841.1	1	PRED	PRED	PRED|XP_001830841.1	False	True
PRED|XP_001830947.2	1	PRED	PRED	PRED|XP_001830947.2	False	True
PRED|XP_001831654.1	1	PRED	PRED	PRED|XP_001831654.1	False	True
PRED|XP_001831877.2	1	PRED	PRED	PRED|XP_001831877.2	False	True
PRED|XP_001832198.2	1	PRED	PRED	PRED|XP_001832198.2	False	True
PRED|XP_001832351.2	1	PRED	PRED	PRED|XP_001832351.2	False	True
PRED|XP_001834045.1	1	PRED	PRED	PRED|XP_001834045.1	False	True
PRED|XP_001832445.1	1	PRED	PRED	PRED|XP_001832445.1	False	True
PRED|XP_001832616.2	1	PRED	PRED	PRED|XP_001832616.2	False	True
PRED|XP_001832797.1	1	PRED	PRED	PRED|XP_001832797.1	False	True
PRED|XP_001832860.2	1	PRED	PRED	PRED|XP_001832860.2	False	True
PRED|XP_001832904.1	1	PRED	PRED	PRED|XP_001832904.1	False	True
PRED|XP_001833429.2	1	PRED	PRED	PRED|XP_001833429.2	False	True
PRED|XP_001833457.1	1	PRED	PRED	PRED|XP_001833457.1	False	True
PRED|XP_001833701.2	1	PRED	PRED	PRED|XP_001833701.2	False	True
PRED|XP_001832373.1	1	PRED	PRED	PRED|XP_001832373.1	False	True
PRED|XP_002121554.2	1	PRED	PRED	PRED|XP_002121554.2	False	True
PRED|XP_002122335.1	1	PRED	PRED	PRED|XP_002122335.1	False	True
PRED|XP_002123043.1	1	PRED	PRED	PRED|XP_002123043.1	False	True
PRED|XP_002124306.1	1	PRED	PRED	PRED|XP_002124306.1	False	True
PRED|XP_002124351.2	1	PRED	PRED	PRED|XP_002124351.2	False	True
PRED|XP_002125490.1	1	PRED	PRED	PRED|XP_002125490.1	False	True
PRED|XP_002126332.1	1	PRED	PRED	PRED|XP_002126332.1	False	True
PRED|XP_001837888.2	1	PRED	PRED	PRED|XP_001837888.2	False	True
PRED|XP_002127099.1	1	PRED	PRED	PRED|XP_002127099.1	False	True
PRED|XP_002127176.3	1	PRED	PRED	PRED|XP_002127176.3	False	True
PRED|XP_002127417.1	1	PRED	PRED	PRED|XP_002127417.1	False	True
PRED|XP_002127425.1	1	PRED	PRED	PRED|XP_002127425.1	False	True
PRED|XP_002127880.1	1	PRED	PRED	PRED|XP_002127880.1	False	True
PRED|XP_002127903.1	1	PRED	PRED	PRED|XP_002127903.1	False	True
PRED|XP_002128503.1	1	PRED	PRED	PRED|XP_002128503.1	False	True
PRED|XP_002128665.1	1	PRED	PRED	PRED|XP_002128665.1	False	True
PRED|XP_002126949.1	1	PRED	PRED	PRED|XP_002126949.1	False	True
PRED|XP_001838740.2	1	PRED	PRED	PRED|XP_001838740.2	False	True
PRED|XP_001838785.1	1	PRED	PRED	PRED|XP_001838785.1	False	True
PRED|XP_001838856.2	1	PRED	PRED	PRED|XP_001838856.2	False	True
PRED|XP_001839471.2	1	PRED	PRED	PRED|XP_001839471.2	False	True
PRED|XP_001839579.2	1	PRED	PRED	PRED|XP_001839579.2	False	True
PRED|XP_001839752.1	1	PRED	PRED	PRED|XP_001839752.1	False	True
PRED|XP_001839809.1	1	PRED	PRED	PRED|XP_001839809.1	False	True
PRED|XP_001840557.2	1	PRED	PRED	PRED|XP_001840557.2	False	True
PRED|XP_002120410.1	1	PRED	PRED	PRED|XP_002120410.1	False	True
PRED|XP_001840724.2	1	PRED	PRED	PRED|XP_001840724.2	False	True
PRED|XP_001840792.2	1	PRED	PRED	PRED|XP_001840792.2	False	True
PRED|XP_001840992.1	1	PRED	PRED	PRED|XP_001840992.1	False	True
PRED|XP_001841061.1	1	PRED	PRED	PRED|XP_001841061.1	False	True
PRED|XP_001841279.1	1	PRED	PRED	PRED|XP_001841279.1	False	True
PRED|XP_001841627.2	1	PRED	PRED	PRED|XP_001841627.2	False	True
PRED|XP_001922019.3	1	PRED	PRED	PRED|XP_001922019.3	False	True
PRED|XP_002119229.1	1	PRED	PRED	PRED|XP_002119229.1	False	True
PRED|XP_001840587.2	1	PRED	PRED	PRED|XP_001840587.2	False	True
PRED|XP_001686035.1	1	PRED	PRED	PRED|XP_001686035.1	False	True
PRED|XP_001686681.1	1	PRED	PRED	PRED|XP_001686681.1	False	True
PRED|XP_001686863.1	1	PRED	PRED	PRED|XP_001686863.1	False	True
PRED|XP_001687509.1	1	PRED	PRED	PRED|XP_001687509.1	False	True
PRED|XP_001688009.2	1	PRED	PRED	PRED|XP_001688009.2	False	True
PRED|XP_001688371.1	1	PRED	PRED	PRED|XP_001688371.1	False	True
PRED|XP_001688398.2	1	PRED	PRED	PRED|XP_001688398.2	False	True
PRED|XP_001829798.1	1	PRED	PRED	PRED|XP_001829798.1	False	True
PRED|XP_001688990.2	1	PRED	PRED	PRED|XP_001688990.2	False	True
PRED|XP_001689181.2	1	PRED	PRED	PRED|XP_001689181.2	False	True
PRED|XP_001690031.2	1	PRED	PRED	PRED|XP_001690031.2	False	True
PRED|XP_001690403.1	1	PRED	PRED	PRED|XP_001690403.1	False	True
PRED|XP_001690575.1	1	PRED	PRED	PRED|XP_001690575.1	False	True
PRED|XP_001690898.1	1	PRED	PRED	PRED|XP_001690898.1	False	True
PRED|XP_001691295.2	1	PRED	PRED	PRED|XP_001691295.2	False	True
PRED|XP_001692924.1	1	PRED	PRED	PRED|XP_001692924.1	False	True
PRED|XP_001688745.1	1	PRED	PRED	PRED|XP_001688745.1	False	True
PRED|XP_001629154.1	1	PRED	PRED	PRED|XP_001629154.1	False	True
PRED|XP_001630195.2	1	PRED	PRED	PRED|XP_001630195.2	False	True
PRED|XP_001630438.2	1	PRED	PRED	PRED|XP_001630438.2	False	True
PRED|XP_001631424.3	1	PRED	PRED	PRED|XP_001631424.3	False	True
PRED|XP_001633834.3	1	PRED	PRED	PRED|XP_001633834.3	False	True
PRED|XP_001634060.2	1	PRED	PRED	PRED|XP_001634060.2	False	True
PRED|XP_001635140.2	1	PRED	PRED	PRED|XP_001635140.2	False	True
PRED|XP_001684891.1	1	PRED	PRED	PRED|XP_001684891.1	False	True
PRED|XP_001637325.1	1	PRED	PRED	PRED|XP_001637325.1	False	True
PRED|XP_001639974.3	1	PRED	PRED	PRED|XP_001639974.3	False	True
