cluster_id	cluster_size	sources	members	has_DATABASE	has_PRED
cluster_260	15	DATABASE;PRED	DATABASE|AP00410||High_mobility_group_protein_HMGN;DATABASE|AP02230||High_mobility_group_protein_HMGN;DATABASE|CAMPSQ11799_HMGN2||High_mobility_group_protein_HMGN;DATABASE|CAMPSQ856_OncorhyncinIII||High_mobility_group_protein_HMGN;PRED|NP_001020795.1_non-histone_chromosomal_protein_HMG-17_[Rattus_norvegicus]|0.98|0.84||High_mobility_group_protein_HMGN;PRED|NP_001072953.1_non-histone_chromosomal_protein_HMG-17_[Gallus_gallus]|0.92|0.79||High_mobility_group_protein_HMGN;PRED|NP_001136015.1_non-histone_chromosomal_protein_HMG-17_[Danio_rerio]|0.84|0.76||High_mobility_group_protein_HMGN;PRED|NP_005508.1_non-histone_chromosomal_protein_HMG-17_[Homo_sapiens]|0.98|0.82||High_mobility_group_protein_HMGN;PRED|NP_006344.1_high_mobility_group_nucleosome-binding_domain-containing_protein_4_[Homo_sapiens]|0.74|0.79||High_mobility_group_protein_HMGN;PRED|NP_058653.1_non-histone_chromosomal_protein_HMG-17_[Mus_musculus]|0.94|0.8||High_mobility_group_protein_HMGN;PRED|XP_003227420.1_non-histone_chromosomal_protein_HMG-17_isoform_X2_[Anolis_carolinensis]|0.91|0.8||High_mobility_group_protein_HMGN;PRED|XP_008118786.1_non-histone_chromosomal_protein_HMG-17_isoform_X1_[Anolis_carolinensis]|0.86|0.8||High_mobility_group_protein_HMGN;PRED|XP_036009558.1_non-histone_chromosomal_protein_HMG-17-like_[Mus_musculus]|0.61|0.73||High_mobility_group_protein_HMGN;PRED|XP_036013671.1_non-histone_chromosomal_protein_HMG-17-like_[Mus_musculus]|0.93|0.79||High_mobility_group_protein_HMGN;PRED|XP_038944673.1_non-histone_chromosomal_protein_HMG-17-like_partial_[Rattus_norvegicus]|0.83|0.78||High_mobility_group_protein_HMGN	True	True
cluster_261	25	PRED	PRED|WP_000211979.1_MULTISPECIES:_YjiG_family_protein_[Salmonella]|0.68|0.72||Spore_maturation_protein_B;PRED|WP_000383839.1_MULTISPECIES:_YpfN_family_protein_[Salmonella]|0.78|0.8||Uncharacterised_protein_family_UPF0370;PRED|WP_000466743.1_MULTISPECIES:_GlsB/YeaQ/YmgE_family_stress_response_membrane_protein_[Staphylococcus]|0.73|0.75||Transglycosylase-associated_protein;PRED|WP_000511313.1_MULTISPECIES:_GlsB/YeaQ/YmgE_family_stress_response_membrane_protein_[Enterobacteriaceae]|0.98|0.78||Transglycosylase-associated_protein;PRED|WP_000511317.1_MULTISPECIES:_GlsB/YeaQ/YmgE_family_stress_response_membrane_protein_[Shigella]|0.97|0.72||Transglycosylase-associated_protein;PRED|WP_000511323.1_MULTISPECIES:_GlsB/YeaQ/YmgE_family_stress_response_membrane_protein_[Salmonella]|0.98|0.81||Transglycosylase-associated_protein;PRED|WP_000512149.1_MULTISPECIES:_GlsB/YeaQ/YmgE_family_stress_response_membrane_protein_[Salmonella]|0.69|0.9||Transglycosylase-associated_protein;PRED|WP_000512153.1_MULTISPECIES:_GlsB/YeaQ/YmgE_family_stress_response_membrane_protein_[Gammaproteobacteria]|0.68|0.91||Transglycosylase-associated_protein;PRED|WP_000901566.1_MULTISPECIES:_GlsB/YeaQ/YmgE_family_stress_response_membrane_protein_[Streptococcus]|0.94|0.91||Transglycosylase-associated_protein;PRED|WP_001030592.1_MULTISPECIES:_CsbD_family_protein_[Enterobacteriaceae]|0.93|0.73||Stress_response_protein_YjbJ|UPF0337_stress_response_protein|YjbJ_superfamily;PRED|WP_001030593.1_MULTISPECIES:_CsbD_family_protein_[Gammaproteobacteria]|0.86|0.75||Stress_response_protein_YjbJ|UPF0337_stress_response_protein|YjbJ_superfamily;PRED|WP_001054380.1_MULTISPECIES:_YjhX_family_toxin_[Salmonella]|0.59|0.79||Putative_toxin_of_bacterial_toxin-antitoxin_pair;PRED|WP_001808603.1_GlsB/YeaQ/YmgE_family_stress_response_membrane_protein_[Streptococcus_pneumoniae]|0.92|0.89||Transglycosylase-associated_protein;PRED|WP_002889848.1_MULTISPECIES:_YjhX_family_toxin_[Enterobacteriaceae]|0.7|0.8||Putative_toxin_of_bacterial_toxin-antitoxin_pair;PRED|WP_002909014.1_MULTISPECIES:_GlsB/YeaQ/YmgE_family_stress_response_membrane_protein_[Klebsiella]|0.63|0.82||Transglycosylase-associated_protein;PRED|WP_002913768.1_MULTISPECIES:_YpfN_family_protein_[Enterobacterales]|0.53|0.8||Uncharacterised_protein_family_UPF0370;PRED|WP_002984469.1_MULTISPECIES:_GlsB/YeaQ/YmgE_family_stress_response_membrane_protein_[Streptococcus]|0.78|0.78||Transglycosylase-associated_protein;PRED|WP_003085431.1_MULTISPECIES:_YjhX_family_toxin_[Gammaproteobacteria]|0.96|0.82||Putative_toxin_of_bacterial_toxin-antitoxin_pair;PRED|WP_003246519.1_MULTISPECIES:_GlsB/YeaQ/YmgE_family_stress_response_membrane_protein_[Bacillus]|0.98|0.9||Transglycosylase-associated_protein;PRED|WP_004151747.1_MULTISPECIES:_CsbD_family_protein_[Enterobacteriaceae]|0.97|0.78||Stress_response_protein_YjbJ|UPF0337_stress_response_protein|YjbJ_superfamily;PRED|WP_004567434.1_MULTISPECIES:_GlsB/YeaQ/YmgE_family_stress_response_membrane_protein_[Corynebacterium]|0.86|0.74||Transglycosylase-associated_protein;PRED|WP_005410424.1_MULTISPECIES:_DUF1328_domain-containing_protein_[Stenotrophomonas]|0.98|0.73||Protein_of_unknown_function_DUF1328;PRED|WP_005791529.1_MULTISPECIES:_GlsB/YeaQ/YmgE_family_stress_response_membrane_protein_[Bacteroides]|0.67|0.88||Transglycosylase-associated_protein;PRED|WP_009968363.1_MULTISPECIES:_GlsB/YeaQ/YmgE_family_stress_response_membrane_protein_[Bacillus]|1.0|0.87||Transglycosylase-associated_protein;PRED|WP_023223936.1_MULTISPECIES:_protein_YebF_[Salmonella]|0.95|0.86||YebF/Cmi_superfamily|YebF/Colicin-M_immunity_protein	False	True
cluster_262	15	DATABASE;PRED	DATABASE|AP00202||Gurmarin/antifungal_peptide|Gurmarin/antimicrobial_peptide;DATABASE|AP00203||Gurmarin/antifungal_peptide|Gurmarin/antimicrobial_peptide;DATABASE|AP00342||Gurmarin/antifungal_peptide|Gurmarin/antimicrobial_peptide;DATABASE|AP00479||Gurmarin/antifungal_peptide|Gurmarin/antimicrobial_peptide;DATABASE|AP00746||Gurmarin/antifungal_peptide|Gurmarin/antimicrobial_peptide;DATABASE|AP00747||Gurmarin/antifungal_peptide|Gurmarin/antimicrobial_peptide;DATABASE|AP00813||Gurmarin/antifungal_peptide|Gurmarin/antimicrobial_peptide;DATABASE|AP00917||Gurmarin/antifungal_peptide|Gurmarin/antimicrobial_peptide;DATABASE|AP01582||Gurmarin/antifungal_peptide;DATABASE|CAMPSQ14708_Hill-Alo1||Gurmarin/antifungal_peptide|Gurmarin/antimicrobial_peptide;DATABASE|CAMPSQ14709_Hill-Alo2||Gurmarin/antifungal_peptide|Gurmarin/antimicrobial_peptide;DATABASE|CAMPSQ742_AntimicrobialpeptideAlo-3||Gurmarin/antifungal_peptide|Gurmarin/antimicrobial_peptide;DATABASE|DBAASPR_1642_Antimicrobial_peptide_1,_MJ-AMP1,_AMP1||Gurmarin/antifungal_peptide|Gurmarin/antimicrobial_peptide;PRED|XP_050468276.1_uncharacterized_protein_ANIA_11476_[Aspergillus_nidulans_FGSC_A4]|1.0|0.91||Gurmarin/antifungal_peptide|Gurmarin/antimicrobial_peptide;PRED|XP_749454.1_uncharacterized_protein_AFUA_2G03190_[Aspergillus_fumigatus_Af293]|1.0|0.9||Gurmarin/antifungal_peptide|Gurmarin/antimicrobial_peptide	True	True
cluster_263	4	DATABASE	DATABASE|AP00330||Styelin;DATABASE|AP00331||Styelin;DATABASE|AP00435||Styelin;DATABASE|DBAASPR_4937_Styelin-D||Styelin	True	False
cluster_264	1	PRED	PRED|XP_019330961.1_uncharacterized_protein_CAALFM_C501900CA_[Candida_albicans_SC5314]|0.5|0.85||Non-classical_export_protein_1	False	True
cluster_265	10	PRED	PRED|NP_001189113.1_Ecdysone-induced_gene_71Eb_isoform_B_[Drosophila_melanogaster]|0.99|0.78||Insect_protein_of_unknown_function;PRED|NP_001261889.1_Eig71Ei_isoform_B_[Drosophila_melanogaster]|0.95|0.88||Insect_protein_of_unknown_function;PRED|NP_524088.2_Ecdysone-induced_gene_71Ea_[Drosophila_melanogaster]|0.99|0.75||Insect_protein_of_unknown_function;PRED|NP_524089.2_Ecdysone-induced_gene_71Eb_isoform_A_[Drosophila_melanogaster]|0.99|0.84||Insect_protein_of_unknown_function;PRED|NP_524091.1_Ecdysone-induced_gene_71Ed_[Drosophila_melanogaster]|1.0|0.84||Insect_protein_of_unknown_function;PRED|NP_524093.2_Ecdysone-induced_gene_71Ef_[Drosophila_melanogaster]|0.93|0.89||Insect_protein_of_unknown_function;PRED|NP_524094.2_Ecdysone-induced_gene_71Eg_[Drosophila_melanogaster]|0.98|0.83||Insect_protein_of_unknown_function;PRED|NP_648794.3_Eig71Eh_[Drosophila_melanogaster]|0.98|0.94||Insect_protein_of_unknown_function;PRED|NP_648795.2_Eig71Ei_isoform_A_[Drosophila_melanogaster]|0.95|0.88||Insect_protein_of_unknown_function;PRED|NP_648797.1_Eig71Ek_[Drosophila_melanogaster]|0.99|0.73||Insect_protein_of_unknown_function	False	True
cluster_266	1	PRED	PRED|WP_004888435.1_MULTISPECIES:_YfiM_family_lipoprotein_[Klebsiella]|0.95|0.73||Protein_of_unknown_function_DUF2279,_periplasmic_lipoprotein	False	True
cluster_267	4	PRED	PRED|XP_001347449.2_early_transcribed_membrane_protein_10.3_[Plasmodium_falciparum_3D7]|0.85|0.72||Malarial_early_transcribed_membrane_protein_(ETRAMP);PRED|XP_001347716.1_early_transcribed_membrane_protein_11.2_[Plasmodium_falciparum_3D7]|0.64|0.8||Early_transcribed_membrane_protein,_plasmodium;PRED|XP_001348903.2_early_transcribed_membrane_protein_14.2_[Plasmodium_falciparum_3D7]|0.64|0.71||Malarial_early_transcribed_membrane_protein_(ETRAMP);PRED|XP_001350795.1_early_transcribed_membrane_protein_12_[Plasmodium_falciparum_3D7]|0.61|0.82||Early_transcribed_membrane_protein,_plasmodium	False	True
cluster_268	2	PRED	PRED|XP_020398174.1_CRIB_domain-containing_protein_RIC10_isoform_X2_[Zea_mays]|1.0|0.74||CRIB|Elongation_factor_Ts,_mitochondrial|OS06G0681300_PROTEIN-RELATED;PRED|XP_020398175.1_CRIB_domain-containing_protein_RIC10_isoform_X3_[Zea_mays]|0.98|0.72||CRIB|Elongation_factor_Ts,_mitochondrial|OS06G0681300_PROTEIN-RELATED	False	True
cluster_269	3	PRED	PRED|XP_024462546.1_succinate-semialdehyde_dehydrogenase_mitochondrial_isoform_X1_[Populus_trichocarpa]|0.75|0.83||Aldehyde_Dehydrogenase_Superfamily|Aldehyde_dehydrogenase,_C-terminal|Aldehyde/histidinol_dehydrogenase;PRED|XP_024462547.1_succinate-semialdehyde_dehydrogenase_mitochondrial_isoform_X1_[Populus_trichocarpa]|0.75|0.84||Aldehyde_Dehydrogenase_Superfamily|Aldehyde_dehydrogenase,_C-terminal|Aldehyde/histidinol_dehydrogenase;PRED|XP_024462548.1_uncharacterized_protein_LOC7462143_isoform_X2_[Populus_trichocarpa]|0.76|0.83||Aldehyde_Dehydrogenase_Superfamily|Aldehyde_dehydrogenase,_N-terminal|Aldehyde/histidinol_dehydrogenase	False	True
